index,URL,Date,Event,Location,TYPE,Artist,ArtistID,ArtistPOP,TracksID,TracksPOP,Tracks
0,https://www.muffatwerk.de/de/events/view/6826/richard-siegal-ballet-of-difference-am-schauspiel-koeln,1900-03-01 00:00:00,Richard Siegal / Ballet Of Difference am Schauspiel Köln,Muffathalle,tanz,['richard siegal / ballet of difference am schauspiel köln'],,,,,
1,https://www.muffatwerk.de/de/events/view/6874/wortspiele-24,1900-03-13 00:00:00,Wortspiele 24,Ampere,lesung,['wortspiele 24'],,,,,
91,https://milla-club.de/snaked/,2023-10-13 22:00:00,Snaked,milla_club,konzert,['snaked'],[[['4aWlLqGY4OasqLqGqbGmEJ']]],[[[12]]],"[[['6PoA1hSRxxXPngzHNPVDF0', '6dkwqUV2Aqz1lFlyUbVKxY', '0egtMD0ZVx7xp0KhoNdR1P', '3IZNUvLrjjDorGIKjd42La', '1xDQLNONwsTRdJ6IhNcHpY', '0yqTw9iWxfsHgc3ABgMA0V', '5IcApU6xyPHeHuE6M6icE0', '1IDTbnEEftbJezGjFU5jg0', '3zILcUspT9Ozk9mSQsNmZJ', '4otkhBP3Kx66DfDiNdM3co']]]","[[[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]]]","[[['1IDTbnEEftbJezGjFU5jg0', '3zILcUspT9Ozk9mSQsNmZJ', '6PoA1hSRxxXPngzHNPVDF0']]]"
90,https://milla-club.de/oum-shatt/,2023-10-13 22:00:00,OUM SHATT,milla_club,konzert,['oum shatt'],[[['3lQXHxiyVJnxHfRznEpgAT']]],[[[29]]],"[[['6RLaMJszaIAYBq6nqHJJSK', '1McTZhC5JeEmEm0AbiAefJ', '2KdebgluqLBrSKJbaEfbLl', '0q3FUmAdtgcMMbbxNHrG3M', '0RhmzTZizoeGowNyhUvTtk', '774YgnFqUriD8Qr3jdHXmo', '1cMw1pMxg0dTkSceaaNPIw', '3UrPCrJGLaBZGj9w8EzT62', '7gWC5uHFUCbG7o1VTWqqYY', '5wGBV3Hrcevi37CHAbrsdX']]]","[[[40, 39, 36, 34, 27, 27, 24, 23, 21, 20]]]","[[['5wGBV3Hrcevi37CHAbrsdX', '6RLaMJszaIAYBq6nqHJJSK', '774YgnFqUriD8Qr3jdHXmo']]]"
89,https://milla-club.de/mc-fitti/,2023-10-13 22:00:00,Mc Fitti,milla_club,konzert,['mc fitti'],[[['22s3c52N3peN95URzypPcD']]],[[[32]]],"[[['6hl9FbCq5MhrQwDXWBXYAX', '5V8gB5srvL1DhRu4XWAT86', '6llof0mUy7e1ZHIn0ZPOPV', '44eUY8EMuj5tRvSXIeQ4gU', '6YuTLTO3N4YoBSdAMdk4ac', '1YDALpNMBXhW8pfhUSD1lA', '4xVxLZY5MgyrrIqyEzkFn2', '5FAxTqpKp0E6RxlZR24PVm', '7MzLtklwJebFuMdZIe3aSa', '35NN50ByqaOJymqcC0drjR']]]","[[[36, 37, 36, 34, 33, 32, 23, 28, 28, 27]]]","[[['44eUY8EMuj5tRvSXIeQ4gU', '4xVxLZY5MgyrrIqyEzkFn2', '5V8gB5srvL1DhRu4XWAT86']]]"
88,https://milla-club.de/jazz-jam-11/,2023-10-13 22:00:00,Jazz Jam,milla_club,konzert,['jazz jam'],[[['2VQmB7dgKLHJve0htcYfiQ']]],[[[55]]],"[[['2EhrFpsVC4rkiCf86AeVdv', '7h4Ayplz18fKgoPUIWfaJd', '4z3fcWQdyZEs6lULJ87TI0', '6Bp14zQZMHbZGOSuTIHkyF', '1byqPlC5Auv9pmaCJpGGqQ', '0WYwVCkmXls0rYnZrruAX4', '0rlmAIIhMnD1750HZibwLD', '2EQ3JTfKv0W4bfpwp7Q0N4', '5sO9OlDHzrdh3yqT89Cpce', '0yd29PdljMYYz4yNL9ZhzF']]]","[[[70, 63, 59, 54, 53, 53, 50, 49, 48, 47]]]","[[['2EhrFpsVC4rkiCf86AeVdv', '4z3fcWQdyZEs6lULJ87TI0', '5sO9OlDHzrdh3yqT89Cpce']]]"
87,https://milla-club.de/snaked-4/,2023-10-13 22:00:00,Snaked,milla_club,konzert,['snaked'],[[['4aWlLqGY4OasqLqGqbGmEJ']]],[[[13]]],"[[['6PoA1hSRxxXPngzHNPVDF0', '0egtMD0ZVx7xp0KhoNdR1P', '3IZNUvLrjjDorGIKjd42La', '1xDQLNONwsTRdJ6IhNcHpY', '5IcApU6xyPHeHuE6M6icE0', '1IDTbnEEftbJezGjFU5jg0', '0ruTb9H5Gsn87dSSxcBEmb', '52IbFlRtVEIOAmbudY9IiL', '6fkus89Xl1r1oFtrV3nMQh', '2yEVWCx6ffFhfumxcfEUoq']]]","[[[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]]]","[[['0egtMD0ZVx7xp0KhoNdR1P', '52IbFlRtVEIOAmbudY9IiL', '6PoA1hSRxxXPngzHNPVDF0']]]"
86,https://milla-club.de/leepa/,2023-10-13 22:00:00,Leepa,milla_club,konzert,['leepa'],[[['066IQRKXdi1o3b9yGxA2SD']]],[[[22]]],"[[['5f9lBYomdenoiOavfabNjO', '6YaIvnJ3xDgIleE5m3GAEr', '6ifyDNIdDnD3SHMuaYWwZc', '4JBTSU5cDBGiVXb2kRH8eg', '5ondzWcRZXnixWizu8XlmH', '34ImV9YmppIaXayZqaGUSL', '2WojSryq2dTZpfiiEYXd3o', '0xmR39qz8TYHv9fvyDnyND', '73vhZMtYh8yhVXRxj31W4U', '4zPPAj4gNo8MTKnI9tncv6']]]","[[[36, 30, 29, 24, 24, 23, 15, 15, 15, 13]]]","[[['4JBTSU5cDBGiVXb2kRH8eg', '5f9lBYomdenoiOavfabNjO', '73vhZMtYh8yhVXRxj31W4U']]]"
85,https://milla-club.de/babyjoy/,2023-10-13 22:00:00,Babyjoy,milla_club,konzert,['babyjoy'],[[['2vYWyXs1PJbycPBdTstmHH']]],[[[34]]],"[[['27lsKT7aicPSe25W8dJDkz', '6iefKfSK9HhdlmWYmlDYxd', '7zQLIwLNwBN3ROhK9WnUN9', '1qirlQtWZulUNAOIgPdLDP', '6vnK6m82kGEII1bQstL8mn', '37tWlTeN975o0Fgj2nkPiZ', '65XW1pLfvgQxCs9P0oh53c', '4PePacEBpwgoFYRGzWWPj6', '1gl7rZAiELPBLgGbPxEM3F', '2YL8BBwGLp4yoDp3klp36u']]]","[[[44, 39, 38, 34, 35, 36, 33, 32, 30, 28]]]","[[['27lsKT7aicPSe25W8dJDkz', '2YL8BBwGLp4yoDp3klp36u', '4PePacEBpwgoFYRGzWWPj6']]]"
84,https://milla-club.de/maustetytoet/,2023-10-13 22:00:00,Maustetytöt,milla_club,konzert,['maustetytöt'],[[['7JHNSkrbx2b0w8psFeVE4I']]],[[[43]]],"[[['3MST6myDUVA6tzowlQ58I4', '35rwukSC1bcXPYRpK0THwh', '4isqhUp7UWzvZ89Kr3RAs5', '0J30i3NsFhUoMnve9MJEYA', '2jw6EiDFfXh0mbR3DjHQnD', '2Q1BUsfJoxEUVwiSFtyDP6', '5KBrwjWmgsOzU0MZyWCDvu', '4EhjCPddaariB4ugB9fwFP', '66go5THWDUfLYZ458mtCdw', '2DMiIxgZGx5QLgXC5x6Qv8']]]","[[[52, 46, 45, 44, 41, 38, 38, 39, 38, 35]]]","[[['3MST6myDUVA6tzowlQ58I4', '4EhjCPddaariB4ugB9fwFP', '5KBrwjWmgsOzU0MZyWCDvu']]]"
83,https://milla-club.de/kid-be-kid/,2023-10-13 22:00:00,KID BE KID,milla_club,konzert,['kid be kid'],[[['5jIRus0bdQWNMCUdgTcDih']]],[[[27]]],"[[['5G1yVWu2Zq36UYjrJphPUH', '1IpZbFpghuPt48vmND1s9C', '4T2bZxxVUrtGsmXDhqNKA9', '7080DlShOPUuE2t3NieGjy', '021AgnNHkuyR9LctHp8Hkb', '27t62EwGwR35Wy2YLTXcvH']]]","[[[40, 5, 3, 2, 2, 0]]]","[[['1IpZbFpghuPt48vmND1s9C', '27t62EwGwR35Wy2YLTXcvH', '5G1yVWu2Zq36UYjrJphPUH']]]"
82,https://milla-club.de/bernd-begemann/,2023-10-13 22:00:00,Bernd Begemann,milla_club,konzert,['bernd begemann'],[[['4OY3MNylZg1nxCpFILirnH']]],[[[22]]],"[[['0jhpONXU2CiQTjH9BVjMNx', '5Q2wWmIJ88ivR67N5W5GN2', '7l6STrLqYo3pVzr6SNOL1w', '5ywE3wGe41KLkS7ISFMhy8', '3NalCrVUx8G137z9f9f9wb', '5GixVs2ubVTxRSM5guOmPx', '6vMv8uw1u2T0OvlZsvX8bZ', '5UhYbOKQt2m29uV4mGNBur', '6TL7ic7cVrAYmosf8Eir7H', '2wj1TIcoOvRRgV3zPcCjN9']]]","[[[34, 28, 26, 25, 25, 20, 19, 17, 15, 15]]]","[[['0jhpONXU2CiQTjH9BVjMNx', '5GixVs2ubVTxRSM5guOmPx', '6TL7ic7cVrAYmosf8Eir7H']]]"
81,https://milla-club.de/tour-de-france-party-2/,2023-10-13 22:00:00,Tour de France Party,milla_club,konzert,['tour de france party'],,,,,
80,https://milla-club.de/lna/,2023-10-13 22:00:00,LNA,milla_club,konzert,['lna'],[[['1emgDf5qBtbL909f2Pt7uP']]],[[[35]]],"[[['1aPd3DwTf55asZCMSuaYGb', '70W4ZdVWdPfDvOwAy9s1kv', '0J7XFx01lrlEjrvXWDPz2x', '63955v4FepifI0kIwwd5Qc', '5gmF9JPBbeWd9NJaAR9e0C', '7lyP4Wo5gKlrscCwHp5CEL', '4PPDi0wttmhhPJ6Md5aR8l', '05O5I9DbS3llL7fMbphRFu', '6QqVofqTVBHJSK25CdbgCT', '2kJZcZjKS1dU4YVuD4iXEs']]]","[[[44, 41, 40, 40, 40, 35, 32, 30, 29, 28]]]","[[['1aPd3DwTf55asZCMSuaYGb', '4PPDi0wttmhhPJ6Md5aR8l', '6QqVofqTVBHJSK25CdbgCT']]]"
79,https://milla-club.de/joy-bogat/,2023-10-13 22:00:00,Joy Bogat,milla_club,konzert,['joy bogat'],[[['4W9ZAgvkctnqPK6BftsaQg']]],[[[12]]],"[[['7l5oDmgxDEhtZpdxeZzCg9', '1VrLCEf3glqCrwRKp43UIv', '1x9KbcTkVKr2tMtaeQDK3W', '0bog67l6b7xTLsOy3H0987', '21HY7qQP8oMii0v86C8LFl', '12vILCUH2YjOF6vK102dpj', '3jAQPM5lfaWjxNSpgEuxyd', '5wygTVeDjNxRknDpndN3Du', '1wz3FZgyN1C4cWhDnM6DrG', '5xTU6ia4APrUDqQoeChJre']]]","[[[26, 16, 16, 15, 12, 11, 10, 9, 10, 9]]]","[[['1x9KbcTkVKr2tMtaeQDK3W', '3jAQPM5lfaWjxNSpgEuxyd', '7l5oDmgxDEhtZpdxeZzCg9']]]"
78,https://milla-club.de/augn/,2023-10-13 22:00:00,Augn,milla_club,konzert,['augn'],[[['1kgwADR31NnmIwAfqffBo4']]],[[[21]]],"[[['3Fm2ZGTrJXlb9yAhR431Bb', '0wJ6VDcbpMZu7bFHEMCEHR', '5N6dqbMPeylzY9HdklMZYG', '1KNyP51caqUCDapylwy0oK', '4Ti2bN28UBEyWSDlwGcUic', '3NZdgI7t62CiAPn6ztlv3W', '5bvcfXy16FZV4afaWM3jWC', '5L8qJNk5d84f8D1EEFA54I', '6YZct8AW7rtvk4Rl8UobVN', '5QEpWn7FxALBP2y6DBQywh']]]","[[[32, 27, 27, 22, 22, 20, 19, 16, 17, 15]]]","[[['1KNyP51caqUCDapylwy0oK', '3Fm2ZGTrJXlb9yAhR431Bb', '5QEpWn7FxALBP2y6DBQywh']]]"
77,https://milla-club.de/milla-song-slam-12/,2023-10-13 22:00:00,Milla Song Slam,milla_club,konzert,['milla song slam'],,,,,
76,https://milla-club.de/lizette-lizette/,2023-10-13 22:00:00,Lizette Lizette,milla_club,konzert,['lizette lizette'],[[['5W2wSFP3ZxgYAColX5r3wT']]],[[[49]]],"[[['2vJgNVVy0hPs3BEZFaHcOB', '0Mk8JWtqezZyKHfFvnvJ7t', '0OxZphpilp4vPxelCtVZHg', '42kAGpoyeawbqYhgcrnlpj', '1Bmm8OqOHnC01ZlV3u8P2p', '4UHPXoemnRxMC8iF5TSPEs', '48QGqxZ0FeY6O2QhzQmUnw', '0U9u9ckozgADXMSu3Zf2h3', '1fv6eVJdmSwWDqWFoAGHrC', '2IC7pyQ4CJrwbfRoOLOsAC']]]","[[[57, 50, 47, 55, 53, 51, 42, 50, 40, 42]]]","[[['1Bmm8OqOHnC01ZlV3u8P2p', '2vJgNVVy0hPs3BEZFaHcOB', '42kAGpoyeawbqYhgcrnlpj']]]"
75,https://milla-club.de/roger-rekless-horst-wegener/,2023-10-13 22:00:00,Roger Rekless & Horst Wegener,milla_club,konzert,"['roger rekless & horst wegener', 'roger rekless ', ' horst wegener']","[[['4RrMoKqTVd3FhpfoYU0DKb'], ['2lcYNWRmkANAlCq6RFEonQ']]]","[[[37], [21]]]","[[['1Q0iUtfPKGzoWxqzhfqwxe', '2ayngoXdpW6oXao8OLZTW4', '3nERBAnQgR2Y41NmL8DBkz', '3cWwTzAsuctQeWOIGcssxr', '4zPoJv4NjAIUGNvyMLGHm6', '4hstilFCSDMhPvlRFS9bus', '17up3fZM9GCuvwBU9L7tjT', '5b7C81Pg6fFYc98Eem0JD1', '1mCXTYHCSQ5kqS0WFComEb', '4NOoYpk1XgU7giKiRerLTL'], ['1Q0iUtfPKGzoWxqzhfqwxe', '2ayngoXdpW6oXao8OLZTW4', '3nERBAnQgR2Y41NmL8DBkz', '3cWwTzAsuctQeWOIGcssxr', '4zPoJv4NjAIUGNvyMLGHm6', '4hstilFCSDMhPvlRFS9bus', '17up3fZM9GCuvwBU9L7tjT', '5b7C81Pg6fFYc98Eem0JD1', '1mCXTYHCSQ5kqS0WFComEb', '4NOoYpk1XgU7giKiRerLTL']]]","[[[47, 44, 42, 39, 39, 37, 37, 36, 32, 26], [47, 44, 42, 39, 39, 37, 37, 36, 32, 26]]]","[[['1Q0iUtfPKGzoWxqzhfqwxe', '2ayngoXdpW6oXao8OLZTW4', '3cWwTzAsuctQeWOIGcssxr']]]"
74,https://milla-club.de/the-jack-cades-zukunft/,2023-10-13 22:00:00,The Jack Cades + Zukunft,milla_club,konzert,"['the jack cades ', ' zukunft']","[[['6eo5DcxtnjKhbmxCX5Cz79'], ['6yT6XyNqfiyDw4JRff9M1G']]]","[[[6], [19]]]","[[['6lzgJZz1Z58HS6S3Ao6kVV', '4XFzpHjAaMFOM3Qz0HvtEz', '7nVeOwbVaRFSEpXykmgRjH', '4vX8eCw3b8bjY6N0Txj5qL', '4xtd7blm5yyKZhNOYJ4HY2', '1wWf89FtAsb2u3yxqOG58M', '7DlvOMdPO7eUUy55ILe2Ie', '0P8HIMxmpqtXZLaqKnU9o7', '0bigfWBlnoNZoih4SitvLX', '1aEeBuwtjLfqB8chc0YiVY'], ['6lzgJZz1Z58HS6S3Ao6kVV', '4XFzpHjAaMFOM3Qz0HvtEz', '7nVeOwbVaRFSEpXykmgRjH', '4vX8eCw3b8bjY6N0Txj5qL', '4xtd7blm5yyKZhNOYJ4HY2', '1wWf89FtAsb2u3yxqOG58M', '7DlvOMdPO7eUUy55ILe2Ie', '0P8HIMxmpqtXZLaqKnU9o7', '0bigfWBlnoNZoih4SitvLX', '1aEeBuwtjLfqB8chc0YiVY']]]","[[[17, 11, 7, 6, 5, 5, 4, 4, 4, 3], [17, 11, 7, 6, 5, 5, 4, 4, 4, 3]]]","[[['0P8HIMxmpqtXZLaqKnU9o7', '4XFzpHjAaMFOM3Qz0HvtEz', '6lzgJZz1Z58HS6S3Ao6kVV']]]"
73,https://milla-club.de/postcards/,2023-10-13 22:00:00,Postcards,milla_club,konzert,['postcards'],[[['5ccCHLpAxCdSMFHeeLUPrw']]],[[[33]]],"[[['4ebS9j23Z1sQQtjsK06vD2', '7zsC3MRs9FgcloMoctORr9', '10a6GUpyRLdfadUPRL5wBg', '67Mij0TZUmIB9ZmjkZXtN8', '5IqiwQ2umqUQDJ7mF7zn1p', '3rYnfsZzkJQ2VxcPYpUhED', '13j8NnWrcfmasCTBPc5ESv', '5pHqkdSYiYkEcFaMPJiNlz', '5RUbkzi8N8iczFMdBK2LLz', '7LDnzrlNwv9xzq9YBwWjEt']]]","[[[45, 43, 42, 39, 32, 26, 26, 22, 22, 22]]]","[[['10a6GUpyRLdfadUPRL5wBg', '4ebS9j23Z1sQQtjsK06vD2', '7zsC3MRs9FgcloMoctORr9']]]"
72,https://milla-club.de/lin/,2023-10-13 22:00:00,LIN,milla_club,konzert,['lin'],[[['6XyY86QOPPrYVGvF9ch6wz']]],[[[84]]],"[[['60a0Rd6pjrkxjPbaKzXjfq', '2nLtzopw4rPReszdYBJU6h', '18lR4BzEs7e3qzc0KVkTpU', '4Yf5bqU3NK4kNOypcrLYwU', '5sNESr6pQfIhL3krM8CtZn', '3K4HG9evC7dg3N0R9cYqk4', '0UFDKFqW2oGspYeYqo9wjA', '57BrRMwf9LrcmuOsyGilwr', '3fjmSxt0PskST13CSdBUFx', '1Vej0qeQ3ioKwpI6FUbRv1']]]","[[[90, 88, 84, 83, 82, 83, 81, 81, 78, 79]]]","[[['0UFDKFqW2oGspYeYqo9wjA', '18lR4BzEs7e3qzc0KVkTpU', '60a0Rd6pjrkxjPbaKzXjfq']]]"
71,https://milla-club.de/xavi/,2023-10-13 22:00:00,Xavi,milla_club,konzert,['xavi'],[[['3Me35AWHCGqW4sZ7bWWJt1']]],[[[85]]],"[[['0R6NfOiLzLj4O5VbYSJAjf', '5XVdHRf4CAJ2Jm0uMIy5qY', '4loIMejzvt11s97SGVEat8', '1TEKUj8c5iyRNUUxo9SdSD', '2NQZVzSRRatbbPWD5IfadH', '2eXvwd7kOvTWVfd9Kinx2x', '2bwEcqbpIclNBc0y9NAsBZ', '5s2hpDWU8kssotugbMd1ho', '133Ac3HCdH0cZchgMGEmoG', '6iYEK8ZLg74oeRBCpgaRXi']]]","[[[99, 96, 91, 90, 86, 82, 78, 76, 75, 74]]]","[[['0R6NfOiLzLj4O5VbYSJAjf', '1TEKUj8c5iyRNUUxo9SdSD', '2bwEcqbpIclNBc0y9NAsBZ']]]"
70,https://milla-club.de/speedy-ortiz/,2023-10-13 22:00:00,Speedy Ortiz,milla_club,konzert,['speedy ortiz'],[[['6YHfq8Pg3lZPo1u0PaQ8ob']]],[[[33]]],"[[['0HzUpJojRgBIIytC7eMLpL', '5w9pYcL6m3ylRnTHjyWFUK', '6HxPS5C2DvWONqhGmYenTl', '2FgNGu3ztphe5Dj8sNpFFp', '1ZqiiWakMQEzuA4Jq4ifP0', '2JPh5kSNgX79mgaMmUQPFN', '0OuvTglLWuTHOnWDMIH0gR', '72Wc80QFfccp4YgoRDnVWP', '04WdX7sGIM5KTQLd9xnrJk', '58wph2pJ4gIH5CGclCFdmg']]]","[[[42, 21, 22, 30, 24, 25, 24, 15, 15, 22]]]","[[['04WdX7sGIM5KTQLd9xnrJk', '0HzUpJojRgBIIytC7eMLpL', '58wph2pJ4gIH5CGclCFdmg']]]"
69,https://milla-club.de/voodoo-beach/,2023-10-13 22:00:00,VOODOO BEACH,milla_club,konzert,['voodoo beach'],[[['1er4kpWTjk9inf6ydfvRCo']]],[[[11]]],"[[['5htYesW4DrzXaqga4Defef', '3Miz3EkrgdF7EjkWUYzf4j', '6hq4xuzT1TATSqOPi1BvYa', '1SkkDoX6sgnOzWoyxO6sHO', '2WEQCr6LzqXO9H9YRbqwGo', '6OmSvExHWIAjKauw7KvT3L', '7jMrPfuGocqqPEFDzPzHG0', '796TWvI2HpIR0wXMcW3jF5', '2dJLoAsVmheBMZG8ipEuD3', '2D8OhBRqryXkNlmYkXLJJR']]]","[[[14, 17, 16, 14, 15, 13, 13, 10, 12, 10]]]","[[['3Miz3EkrgdF7EjkWUYzf4j', '6OmSvExHWIAjKauw7KvT3L', '7jMrPfuGocqqPEFDzPzHG0']]]"
68,https://milla-club.de/john-garner-2/,2023-10-13 22:00:00,John Garner,milla_club,konzert,['john garner'],[[['7o9IkRPcf9bSIzbcTV4Plw']]],[[[18]]],"[[['1Hvt80b21RJnboIu4Al0E4', '0W63SiJoAtyrr2Gj7CUSAA', '28gZog5GIKtUSuqAhXaKqE', '5MVKSWvrmxgBWYvpKlIRUN', '79RgucuErqsX9ttE9TWy9h', '6LSlfHn82fwdeZg62W4ifk', '0H1doH3xylq0V549Dl1CXG', '5Q3iykHm3SK597IzA3iD4w', '2HUi4pn8tjC02gCuEfIqai', '3qHYNJRssat2rp0HoVnoHr']]]","[[[25, 21, 15, 19, 18, 18, 9, 16, 16, 8]]]","[[['1Hvt80b21RJnboIu4Al0E4', '2HUi4pn8tjC02gCuEfIqai', '6LSlfHn82fwdeZg62W4ifk']]]"
67,https://milla-club.de/siamese-elephants/,2023-10-13 22:00:00,Siamese Elephants,milla_club,konzert,['siamese elephants'],[[['7bgOhFs7p8ZGBMIIORey80']]],[[[33]]],"[[['12pXH0mid48V0vN0ykfBG5', '50U9nmtT4yy0kPSQq5VDCv', '64LkqiL45bv7rnE0saFU9w', '0Gw8F098FmP0bmiuJbodLz', '7klEvvqajB3i02b2zGbAUN', '6ttV5mBvLVOWzGxoGZnn6L', '4HqTB19361xKj5aPRELqqH', '7pjB3IzfghzGDyiFOlAlrS', '6Q4UWaW5LDeq9WJJ5AFrbs', '41Asf0dbk27LiSOqNyBspy']]]","[[[48, 42, 42, 32, 32, 30, 25, 25, 23, 22]]]","[[['12pXH0mid48V0vN0ykfBG5', '41Asf0dbk27LiSOqNyBspy', '64LkqiL45bv7rnE0saFU9w']]]"
66,https://milla-club.de/tigermilch/,2023-10-13 22:00:00,Tigermilch,milla_club,konzert,['tigermilch'],[[['5cFzpoYJedkZeGFUp9pExN']]],[[[29]]],"[[['6HOZ3b4ttF1mJTjF4E8vNu', '3wX9tC2FJ1aSjOjbPBDC8h', '5GHcrRRLlmbOF6NvuvvNio', '1mGvGbF4qKoRQy4hdpDnqR', '033fOHT3C9gS2PZD87dHGk', '6HybijSJ70lViJP7ImpfZm', '0S1aKGkY2gHSi0R0qklPyN', '5yOAYmNTwsQH5FhxM793ps', '1PCNO95u9tJXLYw5p7S4d5', '5gh2UQ8BI5r5oiWGrWMw3k']]]","[[[36, 35, 36, 33, 32, 33, 29, 29, 22, 20]]]","[[['0S1aKGkY2gHSi0R0qklPyN', '5GHcrRRLlmbOF6NvuvvNio', '6HOZ3b4ttF1mJTjF4E8vNu']]]"
65,https://milla-club.de/jazz-jam-10/,2023-10-13 22:00:00,Jazz Jam,milla_club,konzert,['jazz jam'],[[['2VQmB7dgKLHJve0htcYfiQ']]],[[[55]]],"[[['2EhrFpsVC4rkiCf86AeVdv', '7h4Ayplz18fKgoPUIWfaJd', '4z3fcWQdyZEs6lULJ87TI0', '6Bp14zQZMHbZGOSuTIHkyF', '1byqPlC5Auv9pmaCJpGGqQ', '0WYwVCkmXls0rYnZrruAX4', '0rlmAIIhMnD1750HZibwLD', '2EQ3JTfKv0W4bfpwp7Q0N4', '5sO9OlDHzrdh3yqT89Cpce', '0yd29PdljMYYz4yNL9ZhzF']]]","[[[70, 63, 59, 54, 53, 53, 50, 49, 48, 47]]]","[[['0yd29PdljMYYz4yNL9ZhzF', '2EhrFpsVC4rkiCf86AeVdv', '5sO9OlDHzrdh3yqT89Cpce']]]"
92,https://milla-club.de/eau-rouge/,2023-10-13 22:00:00,EAU ROUGE,milla_club,konzert,['eau rouge'],[[['5xRoBpMiiO8gkMU77LeKON']]],[[[17]]],"[[['6UcEVXj4avYY3EhtYF3vz6', '3fAzS6aTBYJNcqbcy1FQzG', '1foDYn8OkVldlmYHv9y18l', '09ouMB7nvNav0W3fa2QIpB', '1D2qZ5uejAGuSsYZk63yCG', '6JOoRU0q8tBiWev673mdcm', '3M6GZ0JWtRoIwvc16LRddt', '3zbXrx8zXRCcFqgvu1AxFP', '1nWNSuuTKXj5zaPksKLoTr', '7KB5N5fMgBAHcgfRxujh6r']]]","[[[31, 22, 19, 8, 12, 13, 12, 12, 10, 10]]]","[[['1foDYn8OkVldlmYHv9y18l', '3fAzS6aTBYJNcqbcy1FQzG', '6UcEVXj4avYY3EhtYF3vz6']]]"
93,https://milla-club.de/take-me-out-6/,2023-10-13 22:00:00,Take Me Out,milla_club,konzert,['take me out'],[[['2NwRSlIIMaTj2AyKFzt7QG']]],[[[0]]],"[[['5uLuAoHiajho9aWjVGL8TZ', '5q7liKrjZWJgyhb7LVDV1n', '37guoXvkmzMgoDPUJnK3oo', '4rQATJlbcRc7f3GcN024wz', '5DhxqNAOMysqPs3luSRrHR', '6Uaasnx3zQf5yEWVJMhXje', '5VEHIsU2h5osSD4Sh34eRP', '7AAYaEYB4nBxyNX27idtuF', '4s9vAqTjF1066MtheB30Jy', '4fdWX6KM1Nm2dF2l7P8m7h']]]","[[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]]","[[['4rQATJlbcRc7f3GcN024wz', '5VEHIsU2h5osSD4Sh34eRP', '5uLuAoHiajho9aWjVGL8TZ']]]"
94,https://milla-club.de/folge-der-wolke/,2023-10-13 22:00:00,Folge der Wolke,milla_club,konzert,['folge der wolke'],,,,,
95,https://milla-club.de/oskar-haag/,2023-10-13 22:00:00,Oskar Haag,milla_club,konzert,['oskar haag'],[[['49vARgKsuzb4s19CB3hpOj']]],[[[27]]],"[[['0kznjB77rteLd3z5ZijKQR', '50Fl38qnSVxG10e8BYfTJ1', '3YWLzTgWyvcBw9aoaEfUeS', '5itkgImnsftQvUtimxtuF9', '4hdbTGRKDK4Fu68dLWghuz', '2YfRlI4xOb4zUpNdGa7KnC', '0p66lDJFWpjLEGvm0eiopO', '0Yl9dhAeeshhjNfEPTllHz', '6ACx1Z0KD6FcAjmsNr3Ol9', '6hdYCb2j4u5sSTnm0G1h4P']]]","[[[39, 38, 32, 30, 24, 22, 21, 21, 21, 20]]]","[[['0kznjB77rteLd3z5ZijKQR', '2YfRlI4xOb4zUpNdGa7KnC', '50Fl38qnSVxG10e8BYfTJ1']]]"
124,https://milla-club.de/filmstammtisch-4/,2023-10-13 22:00:00,Filmstammtisch,milla_club,konzert,['filmstammtisch'],,,,,
123,https://milla-club.de/jazz-jam-9/,2023-10-13 22:00:00,Jazz Jam,milla_club,konzert,['jazz jam'],[[['2VQmB7dgKLHJve0htcYfiQ']]],[[[55]]],"[[['2EhrFpsVC4rkiCf86AeVdv', '7h4Ayplz18fKgoPUIWfaJd', '4z3fcWQdyZEs6lULJ87TI0', '6Bp14zQZMHbZGOSuTIHkyF', '1byqPlC5Auv9pmaCJpGGqQ', '0WYwVCkmXls0rYnZrruAX4', '0rlmAIIhMnD1750HZibwLD', '2EQ3JTfKv0W4bfpwp7Q0N4', '5sO9OlDHzrdh3yqT89Cpce', '0yd29PdljMYYz4yNL9ZhzF']]]","[[[70, 63, 59, 54, 53, 53, 50, 49, 48, 47]]]","[[['0yd29PdljMYYz4yNL9ZhzF', '2EQ3JTfKv0W4bfpwp7Q0N4', '2EhrFpsVC4rkiCf86AeVdv']]]"
122,https://milla-club.de/finale-milla-song-slam-2/,2023-10-13 22:00:00,FINALE – Milla Song Slam,milla_club,konzert,['finale – milla song slam'],,,,,
